"scheme_id","unit_id","keyword"
"E7","N5","Cancel"
"E7","N5","Factor"
"E7","N5","Direct proportion"
"E7","N5","Origin"
"E7","N5","Equation"
"E7","S2","Survey"
"E7","S2","Leading question"
"E7","S2","Data collection sheet"
"E7","S2","Questionnaire"
"E7","S2","Primary data"
"E7","S2","Secondary data"
"E7","S2","Experiment"
"E7","S2","Outcome"
"E7","S2","Trial "
"E7","S2","Experimental data"
"E7","S2","Equally likely"
"E7","S2","Theoretical probability"
"E7","S2","Experimental probability "
"E7","S2","Random"
"E7","GM5","Rotate"
"E7","GM5","Maps to "
"E7","GM5","Order of rotation symmetry"
"E7","GM5","Reflection"
"E7","GM5","Line symmetry"
"E7","GM5","Translation"
"E7","GM5","Translation vector"
"E7","GM5","Problem solving"
"E7","GM5","Explain"
"E7","S3","Compare"
"E7","S3","Proportion"
"E7","S3","Average"
"E7","S3","Mean"
"E7","S3","Median"
"E7","S3","Mode"
"E7","S3","Range"
"E7","S3","Primary data"
"E7","S3","Secondary data"
"E7","S3","Questionnaire"
"E7","S3","Experiment"
"E7","S3","Organise"
"E7","S3","Present "
"E7","S3","Interpret"
"E7","N4","Fraction"
"E7","N4","Percentage"
"E7","N4","VAT"
"E7","N4","Numerator"
"E7","N4","Denominator"
"E7","N4","Equivalent fraction"
"E7","N4","Improper fraction"
"E7","N4","Mixed number"
"E7","N4","Lowest common denominator"
"E7","N4","Proportion"
"E7","N4","Ratio"
"E7","GM4","Reflected"
"E7","GM4","Object"
"E7","GM4","Image"
"E7","GM4","Reflection"
"E7","GM4","Perpendicular"
"E7","GM4","Maps to"
"E7","GM4","Translation"
"E7","GM4","Vector"
"E7","GM4","Rotation"
"E7","GM4","Clockwise"
"E7","GM4","Anti-clockwise"
"E7","GM4","Centre of rotation"
"E7","GM4","Transformation"
"E7","A5","Expression"
"E7","A5","Formula"
"E7","A5","Distance-time graph"
"E7","A5","Speed-time graph"
"E7","A5","Equation"
"E7","A5","Solve"
"E7","A5","Simplify"
"E7","A4","Equation of a line"
"E7","A4","Coordinates"
"E7","A4","Graph"
"E7","A4","Equation"
"E7","A3","Expression"
"E7","A3","Inverse"
"E7","A3","Simplify"
"E7","A3","Equation"
"E7","A3","Solve "
"E7","A3","Solution"
"E7","A3","Eliminate"
"E7","A3","Like terms"
"E7","A3","Expand"
"E7","A3","Mapping diagram"
"E7","A3","Input"
"E7","A3","Output"
"E7","A3","Maps to"
"E7","S1","Average "
"E7","S1","Data"
"E7","S1","Mode"
"E7","S1","Modal value"
"E7","S1","Class"
"E7","S1","Modal class"
"E7","S1","Tally "
"E7","S1","Frequency"
"E7","S1","Median"
"E7","S1","Mean "
"E7","S1","Frequency table"
"E7","S1","Range"
"E7","S1","Outcome "
"E7","S1","Chance"
"E7","S1","Likely"
"E7","S1","Even chance"
"E7","S1","Unlikely "
"E7","S1","Likelihood"
"E7","S1","Probability scale"
"E7","S1","Impossible"
"E7","S1","Certain "
"E7","S1","Fair"
"E7","S1","At random"
"E7","S1","Event"
"E7","S1","Equally likely"
"E7","S1","Probability"
"E7","S1","Pictogram"
"E7","S1","Bar chart"
"E7","S1","Bar-line graph"
"E7","S1","Compound bar chart"
"E7","S1","Discrete data"
"E7","S1","Frequency "
"E7","S1","Frequency diagram"
"E7","S1","Grouped discrete data"
"E7","S1","Class interval "
"E7","S1","Pie chart"
"E7","S1","Line graph"
"E7","N3","Partition"
"E7","N3","Divisible"
"E7","N3","Multiple "
"E7","N3","Divisibility"
"E7","N3","Inverse operation"
"E7","N3","Remainder"
"E7","N3","Estimate"
"E7","N3","Estimation"
"E7","GM2","Right angle"
"E7","GM2","Acute angle"
"E7","GM2","Obtuse angle"
"E7","GM2","Reflex angle"
"E7","GM2","Perpendicular"
"E7","GM2","Internal angle"
"E7","GM2","Isosceles triangle"
"E7","GM2","Parallel"
"E7","GM2","Horizontal"
"E7","GM2","Vertical "
"E7","GM2","Perpendicular"
"E7","GM2","Quadrilateral"
"E7","GM2","Parallelogram"
"E7","GM2","Rectangle"
"E7","GM2","Square"
"E7","GM2","Trapezium"
"E7","GM2","Rhombus"
"E7","GM2","Kite"
"E7","GM2","Arrowhead (delta)"
"E7","GM2","Line symmetry"
"E7","GM2","Line of symmetry"
"E7","GM2","Mirror line"
"E7","GM2","Symmetrical"
"E7","GM2","Quadrant"
"E7","GM2","Coordinates"
"E7","N2","Operation"
"E7","N2","Numerator"
"E7","N2","Denominator"
"E7","N2","Common denominator"
"E7","N2","Equivalent fraction"
"E7","N2","Cancelling "
"E7","N2","Lowest terms"
"E7","N2","Proper fraction"
"E7","N2","Improper fraction "
"E7","N2","Mixed number"
"E7","N2","Approximately equal to ()"
"E7","N2","Estimate"
"E7","N2","Percent "
"E7","N2","Percentage"
"E7","A2","Expression"
"E7","A2","Term"
"E7","A2","Like terms"
"E7","A2","Formula"
"E7","A2","Equation"
"E7","A2","Inverse operations"
"E7","A2","Solve"
"E7","N1","Decimal number"
"E7","N1","Fraction"
"E7","N1","Number line"
"E7","N1","Compare"
"E7","N1","Greater than (&gt;)"
"E7","N1","Less than (&lt;)"
"E7","N1","Greater than or equal to ()"
"E7","N1","Less than or equal to ()"
"E7","N1","Round "
"E7","N1","Decimal place "
"E7","N1","Greatest value"
"E7","N1","Least value"
"E7","N1","Multiple"
"E7","N1","Common multiple"
"E7","N1","Lowest common multiple (LCM)"
"E7","N1","Counter-example"
"E7","N1","Factor"
"E7","N1","Common factor"
"E7","N1","Highest common factor (HCF)"
"E7","N1","Prime number"
"E7","N1","Product"
"E7","N1","Prime factor"
"E7","N1","Negative"
"E7","N1","Positive"
"E7","N1","Number line"
"E7","N1","Integer"
"E7","N1","Greater than (&gt;)"
"E7","N1","Less than (&lt;)"
"E7","N1","Sum"
"E7","N1","Difference"
"E7","N1","Square number"
"E7","N1","Consecutive"
"E7","N1","Square root ()"
"E7","GM3","Capacity"
"E7","GM3","Litre"
"E7","GM3","Millilitre (ml)"
"E7","GM3","Centilitre (cl)"
"E7","GM3","Mass"
"E7","GM3","Kilogram (kg)"
"E7","GM3","Gram (g)"
"E7","GM3","Solid "
"E7","GM3","Net "
"E7","GM3","Cube "
"E7","GM3","Face"
"E7","GM3","Vertex (vertices)"
"E7","GM3","Edge"
"E7","GM3","Cuboid"
"E7","GM3","Surface area"
"E7","GM3","Prism"
"E7","GM3","Cross-section"
"E7","GM3","Square based pyramid"
"E7","GM3","Tetrahedron"
"E7","GM3","Equilateral"
"E7","GM3","Isosceles"
"E7","GM3","Scalene"
"E7","GM3","Acute-angled"
"E7","GM3","Right-angled"
"E7","GM3","Obtuse-angled"
"E7","GM3","Included angle"
"E7","GM3","Side-angle-side (SAS)"
"E7","GM3","Construct "
"E7","GM3","Angle-side-angle (ASA)"
"E7","GM3","Sketch"
"E7","GM3","Construction lines"
"E7","GM3","Side-side-side (SSS)"
"E7","GM3","Two-dimensional (2-D)"
"E7","GM3","Three-dimensional (3-D)"
"E7","GM3","Isometric paper"
"E7","GM1","Units"
"E7","GM1","Length"
"E7","GM1","Estimate"
"E7","GM1","Perimeter"
"E7","GM1","Area"
"E7","GM1","Square units (mm2, cm2, m2, km2)"
"E7","GM1","Perpendicular"
"E7","GM1","Estimate"
"E7","A1","Sequence"
"E7","A1","Term"
"E7","A1","Consecutive"
"E7","A1","Increasing sequence"
"E7","A1","Decreasing sequence"
"E7","A1","Finite sequence"
"E7","A1","Infinite sequence"
"E7","A1","Term-to-term rule"
"E7","A1","Position-to-term rule"
"E7","A1","nth term"
"E7","A1","Function machine"
"E7","A1","Input"
"E7","A1","Output "
"E7","A1","Maps to"
"E7","A1","Inverse "
"E7","A1","Mapping diagram"
"E8","S2","Quantitative"
"E8","S2","Qualitative"
"E8","S2","Discrete"
"E8","S2","Continuous"
"E8","S2","Variable"
"E8","S2","Hypothesis"
"E8","S2","Primary source"
"E8","S2","Secondary source"
"E8","S2","Survey"
"E8","S2","Population"
"E8","S2","Sample"
"E8","S2","Random sample"
"E8","S2","Grouped frequency table"
"E8","S2","Two-way grouped frequency table"
"E8","S2","Pie chart"
"E8","S2","Bar chart"
"E8","S2","Discrete data"
"E8","S2","Frequency diagram"
"E8","S2","Continuous data"
"E8","S2","Line graph"
"E8","S2","Scatter graph"
"E8","S2","Correlation"
"E8","S2","Line of best fit"
"E8","S2","Range"
"E8","S2","Mode"
"E8","S2","Mean"
"E8","S2","Median"
"E8","S2","Average"
"E8","S2","Bar chart"
"E8","S2","Stem and leaf diagram"
"E8","S2","Justify"
"E8","S2","Interpret"
"E8","S3","Continuous data"
"E8","S3","Grouped "
"E8","S3","Class interval"
"E8","S3","Mode"
"E8","S3","Median"
"E8","S3","Mean"
"E8","S3","Range"
"E8","S3","Continuous data"
"E8","S3","Line graph"
"E8","S3","Range"
"E8","S3","Mean"
"E8","S3","Median"
"E8","S3","Mode"
"E8","S3","Grouped continuous data"
"E8","S3","Class interval"
"E8","S3","Mid-interval"
"E8","S3","Modal class"
"E8","N4","Operations"
"E8","N4","BIDMAS"
"E8","N4","Indices (powers)"
"E8","N4","Fraction"
"E8","N4","Ratio"
"E8","N4","Proportion"
"E8","N4","Simplify"
"E8","N4","Scale"
"E8","N4","Unitary method"
"E8","N4","Estimate"
"E8","N4","Ratio"
"E8","N4","Directly proportional"
"E8","GM4","Scale drawing"
"E8","GM4","Ratio"
"E8","GM4","Square units"
"E8","GM4","Locus, loci"
"E8","GM4","Line"
"E8","GM4","Region"
"E8","GM4","Perpendicular bisector"
"E8","GM4","Equidistant"
"E8","GM4","Triangle"
"E8","GM4","Construct"
"E8","GM4","Quadrilateral"
"E8","GM4","Bearing"
"E8","GM4","Three-figure bearing"
"E8","A4","Simplify"
"E8","A4","Collect like terms"
"E8","A4","Expanding the brackets"
"E8","A4","Factorise"
"E8","A4","Distancetime graph"
"E8","A4","Constant speed"
"E8","A4","Interpret"
"E8","A3","Function machine"
"E8","A3","Input"
"E8","A3","Output"
"E8","A3","Linear function"
"E8","A3","Inverse function"
"E8","A3","Linear function"
"E8","A3","Gradient"
"E8","A3","Equation of a line"
"E8","A3","y-intercept"
"E8","A3","Function machine"
"E8","A3","Function"
"E8","A3","Mapping diagram"
"E8","A3","Linear function"
"E8","S1","Outcome"
"E8","S1","Event"
"E8","S1","Random"
"E8","S1","Biased"
"E8","S1","Probability"
"E8","S1","Even chance"
"E8","S1","Sample space"
"E8","S1","Theoretical probability"
"E8","S1","Relative frequency"
"E8","S1","Experimental probability"
"E8","S1","Trial"
"E8","S1","Probability"
"E8","S1","Sample space"
"E8","S1","Sample space diagram"
"E8","N3","Power of 10"
"E8","N3","Equivalent"
"E8","N3","Rounding"
"E8","N3","Decimal places"
"E8","N3","Remainder"
"E8","N3","Improper fraction"
"E8","N3","Square number"
"E8","N3","Estimate"
"E8","N3","Square root"
"E8","N3","Units of time"
"E8","N3","Rounded values"
"E8","GM2","Area"
"E8","GM2","Parallelogram"
"E8","GM2","Trapezium"
"E8","GM2","Compound shape"
"E8","GM2","Square units"
"E8","GM2","Plan"
"E8","GM2","Elevation"
"E8","GM2","Net"
"E8","GM2","Volume"
"E8","GM2","Cubic centimetre (cm3)"
"E8","GM2","Cubic metre (m3)"
"E8","GM2","Cubic millimetre (mm3)"
"E8","GM2","Surface area"
"E8","GM2","Prism"
"E8","GM2","Cross-section"
"E8","GM2","Cubic units"
"E8","GM2","Metric units"
"E8","GM2","Length"
"E8","GM2","Mass"
"E8","GM2","Tonne"
"E8","GM2","Area"
"E8","GM2","Hectare (ha)"
"E8","GM2","Capacity "
"E8","GM2","Volume"
"E8","GM2","Imperial units"
"E8","GM2","Mile"
"E8","GM2","Yard"
"E8","GM2","Foot "
"E8","GM2","Inch"
"E8","GM2","Pound (lb)"
"E8","GM2","Ounce (oz)"
"E8","GM2","Gallon"
"E8","GM2","Pint"
"E8","N2","Lowest terms"
"E8","N2","Equivalent fraction"
"E8","N2","Improper fraction"
"E8","N2","Terminating decimal"
"E8","N2","Recurring decimal"
"E8","N2","Common denominator"
"E8","N2","Percentage"
"E8","N2","Interest"
"E8","N2","Denominator"
"E8","N2","Numerator"
"E8","N2","Common denominator"
"E8","N2","Factor"
"E8","N2","Cancel"
"E8","N2","Reciprocal"
"E8","N2","Value added tax (VAT)"
"E8","N2","Product"
"E8","N2","Factors"
"E8","N2","Digital root"
"E8","A2","Simplify"
"E8","A2","Expression"
"E8","A2","Like terms"
"E8","A2","Expanding the brackets"
"E8","A2","Index notation"
"E8","A2","Index, indices"
"E8","A2","Power"
"E8","A2","BIDMAS"
"E8","A2","Formula"
"E8","A2","Variables"
"E8","A2","Substitute"
"E8","A2","Equation"
"E8","A2","Solve"
"E8","A2","Rearrange"
"E8","A2","Inverse operation "
"E8","A2","Eliminate"
"E8","N1","Positive"
"E8","N1","Negative"
"E8","N1","Inverse"
"E8","N1","Multiple"
"E8","N1","Lowest common multiple (LCM)"
"E8","N1","Factor"
"E8","N1","Highest common factor (HCF)"
"E8","N1","Prime number"
"E8","N1","Factor tree"
"E8","N1","Prime factor"
"E8","N1","Product"
"E8","N1","Square"
"E8","N1","Square root ()"
"E8","N1","Inverse"
"E8","N1","Power"
"E8","N1","Cubed"
"E8","N1","Cube number"
"E8","N1","Cube root (3)"
"E8","GM3","Congruent"
"E8","GM3","Enlargement"
"E8","GM3","Transformation"
"E8","GM3","Centre of enlargement"
"E8","GM3","Scale factor"
"E8","GM3","Negative enlargement"
"E8","GM3","Transformation"
"E8","GM3","Object"
"E8","GM3","Image"
"E8","GM3","Reflection"
"E8","GM3","Mirror line"
"E8","GM3","Axis of reflection"
"E8","GM3","Rotation"
"E8","GM3","Centre of rotation"
"E8","GM3","Translation"
"E8","GM3","Vector"
"E8","GM3","Equivalent transformation"
"E8","GM3","Reflection symmetry"
"E8","GM3","Line of symmetry"
"E8","GM3","Rotation symmetry"
"E8","GM3","Order of rotation symmetry"
"E8","GM3","Plane of symmetry"
"E8","GM1","Angles on a straight line"
"E8","GM1","Complementary angles"
"E8","GM1","Supplementary angles"
"E8","GM1","Intersect"
"E8","GM1","Vertically opposite angles"
"E8","GM1","Transversal "
"E8","GM1","Alternate angles"
"E8","GM1","Corresponding angles"
"E8","GM1","Exterior angle"
"E8","GM1","Interior opposite angles"
"E8","GM1","Interior angles"
"E8","GM1","Polygon"
"E8","GM1","Perpendicular bisector"
"E8","GM1","Construct"
"E8","GM1","Equidistant"
"E8","GM1","Bisector of an angle"
"E8","GM1","Perpendicular"
"E8","GM1","Right-angled triangle"
"E8","GM1","Polygon"
"E8","GM1","Classify"
"E8","GM1","Line segment"
"E8","GM1","Midpoint"
"E8","GM1","Circumference"
"E8","GM1","Diameter"
"E8","GM1","Semicircle"
"E8","GM1","Radius, radii"
"E8","GM1","Sector"
"E8","GM1","Chord"
"E8","GM1","Arc"
"E8","GM1","Segment"
"E8","A1","Sequence"
"E8","A1","Term"
"E8","A1","Position "
"E8","A1","Term-to-term rule"
"E8","A1","Constant"
"E8","A1","Common difference, d"
"E8","A1","Arithmetic sequence"
"E8","A1","Fibonacci sequence"
"E8","A1","Position-to-term rule"
"E8","A1","Arithmetic sequence"
"E8","A1","nth term"
"E8","A1","Expression"
"C7","N5","Integer"
"C7","N5","Cancel"
"C7","N5","Numerator "
"C7","N5","Denominator"
"C7","N5","Common factor"
"C7","N5","Ratio"
"C7","N5","Direct proportion"
"C7","S2","Survey"
"C7","S2","Questionnaire"
"C7","S2","Data collection sheet"
"C7","S2","Primary data"
"C7","S2","Secondary data"
"C7","S2","Experiment "
"C7","S2","Outcome"
"C7","S2","Trial"
"C7","S2","Experimental data"
"C7","S2","Equally likely"
"C7","S2","Probability"
"C7","S2","Percentage"
"C7","GM5","Rotation"
"C7","GM5","Order of rotational symmetry"
"C7","GM5","Regular polygon"
"C7","GM5","Reflection"
"C7","GM5","Line symmetry"
"C7","GM5","Translation"
"C7","GM5","Problem solving "
"C7","GM5","Explain"
"C7","S3","Compare"
"C7","S3","Proportion"
"C7","S3","Average"
"C7","S3","Mean "
"C7","S3","Median"
"C7","S3","Mode "
"C7","S3","Range"
"C7","S3","Primary data"
"C7","S3","Secondary data"
"C7","S3","Questionnaire"
"C7","S3","Experiment"
"C7","S3","Organise"
"C7","S3","Present"
"C7","S3","Interpret"
"C7","N4","Fraction"
"C7","N4","Percentage"
"C7","N4","Denominator"
"C7","N4","Numerator"
"C7","N4","Mixed number"
"C7","N4","Equivalent fraction"
"C7","N4","Proportion"
"C7","N4","Ratio"
"C7","GM4","Reflected"
"C7","GM4","Image"
"C7","GM4","Reflection"
"C7","GM4","Perpendicular"
"C7","GM4","Maps to"
"C7","GM4","Translation"
"C7","GM4","Maps to"
"C7","GM4","Rotation"
"C7","GM4","Clockwise"
"C7","GM4","Anticlockwise"
"C7","GM4","Centre of rotation"
"C7","A5","Expression"
"C7","A5","Formula"
"C7","A5","Distance-time graph"
"C7","A5","Speed-time graph"
"C7","A5","Equation"
"C7","A4","Equation of a line"
"C7","A4","Graph"
"C7","A4","Equation"
"C7","A3","Expression"
"C7","A3","Inverse"
"C7","A3","Mapping diagram"
"C7","A3","Input "
"C7","A3","Output"
"C7","A3","Maps to"
"C7","A3","Function machine"
"C7","S1","Average"
"C7","S1","Data"
"C7","S1","Mode "
"C7","S1","Modal class"
"C7","S1","Frequency "
"C7","S1","Median"
"C7","S1","Mean"
"C7","S1","Frequency table"
"C7","S1","Range"
"C7","S1","Outcome"
"C7","S1","Chance"
"C7","S1","Even chance"
"C7","S1","Likely"
"C7","S1","Unlikely  "
"C7","S1","Likelihood"
"C7","S1","Probability scale"
"C7","S1","Impossible"
"C7","S1","Certain"
"C7","S1","Fair "
"C7","S1","At random"
"C7","S1","Event"
"C7","S1","Equally likely"
"C7","S1","Probability"
"C7","S1","Pictogram"
"C7","S1","Bar chart"
"C7","S1","Bar-line graph"
"C7","S1","Compound bar chart"
"C7","S1","Discrete data"
"C7","S1","Grouped data"
"C7","S1","Frequency diagram"
"C7","S1","Class interval"
"C7","S1","Pie chart"
"C7","S1","Line graph"
"C7","N3","Partition"
"C7","N3","Divisible"
"C7","N3","Divisibility"
"C7","N3","Inverse operation"
"C7","N3","Remainder"
"C7","N3","Estimate"
"C7","GM2","Right angle"
"C7","GM2","Acute angle"
"C7","GM2","Obtuse angle"
"C7","GM2","Reflex angle"
"C7","GM2","Perpendicular "
"C7","GM2","Vertically opposite angles"
"C7","GM2","Isosceles triangle"
"C7","GM2","Parallel"
"C7","GM2","Perpendicular"
"C7","GM2","Quadrilateral"
"C7","GM2","Parallelogram"
"C7","GM2","Rectangle"
"C7","GM2","Square"
"C7","GM2","Trapezium"
"C7","GM2","Rhombus"
"C7","GM2","Kite"
"C7","GM2","Arrowhead (delta)"
"C7","GM2","Line symmetry"
"C7","GM2","Line of symmetry"
"C7","GM2","Mirror line"
"C7","GM2","Axis, axes"
"C7","GM2","Quadrants"
"C7","GM2","Coordinates"
"C7","GM2","Mid-point"
"C7","N2","Operation"
"C7","N2","Numerator"
"C7","N2","Denominator"
"C7","N2","Equivalent fractions "
"C7","N2","Cancel"
"C7","N2","Lowest terms"
"C7","N2","Simplest form"
"C7","N2","Common denominator"
"C7","N2","Proper fraction"
"C7","N2","Improper fraction "
"C7","N2","Mixed number"
"C7","N2","Estimate"
"C7","N2","Approximately equal to ()"
"C7","N2","Percentage"
"C7","N2","Percent"
"C7","A2","Expression"
"C7","A2","Term"
"C7","A2","Formula"
"C7","A2","Variable"
"C7","A2","Flow diagram"
"C7","A2","Solve"
"C7","A2","Equation"
"C7","A2","Solution"
"C7","N1","Decimal number"
"C7","N1","Fraction line"
"C7","N1","Compare"
"C7","N1","Greater than (&gt;)"
"C7","N1","Less than (&lt;)"
"C7","N1","Less than or equal to ()"
"C7","N1","Greater than or equal to ()"
"C7","N1","Round "
"C7","N1","One decimal place (1 d.p.)"
"C7","N1","Multiple"
"C7","N1","Common multiple"
"C7","N1","Lowest common multiple (LCM)"
"C7","N1","Counter-example"
"C7","N1","Factor"
"C7","N1","Factor pair"
"C7","N1","Common factor"
"C7","N1","Highest common factor (HCF)"
"C7","N1","Prime number"
"C7","N1","Prime factor"
"C7","N1","Product"
"C7","N1","Negative"
"C7","N1","Positive"
"C7","N1","Integer"
"C7","N1","Greater than (&gt;)"
"C7","N1","Less than (&lt;)"
"C7","N1","Sum"
